V1 V2 V3 V4 V5 V6 V7 V8 V9 V10 V11
1 0 0 0.66 0.505 0.19 1.4385 0.6775 0.285 0.178 4
0 0 1 0.44 0.325 0.11 0.4965 0.258 0.1195 0.1075 3
1 0 0 0.67 0.525 0.17 1.4005 0.715 0.3025 0.387 3
0 0 1 0.35 0.235 0.08 0.17 0.0725 0.0465 0.0495 3
0 0 1 0.575 0.455 0.16 0.9895 0.495 0.195 0.246 3
1 0 0 0.61 0.5 0.24 1.642 0.532 0.3345 0.69 7
0 0 1 0.45 0.335 0.115 0.3935 0.195 0.071 0.11 3
0 0 1 0.28 0.205 0.055 0.1135 0.045 0.0275 0.0335 3
0 0 1 0.515 0.395 0.125 0.6635 0.32 0.14 0.17 3
0 1 0 0.51 0.39 0.135 0.6335 0.231 0.179 0.2 3
1 0 0 0.645 0.515 0.24 1.5415 0.471 0.369 0.535 5
0 0 1 0.565 0.43 0.125 0.6545 0.2815 0.139 0.21 3
1 0 0 0.55 0.41 0.125 0.7605 0.2505 0.1635 0.195 5
0 0 1 0.56 0.455 0.145 0.974 0.547 0.1615 0.235 3
0 0 1 0.39 0.31 0.085 0.344 0.181 0.0695 0.079 3
0 0 1 0.515 0.39 0.14 0.5555 0.2 0.1135 0.2235 4
0 0 1 0.575 0.44 0.125 0.8515 0.4555 0.1715 0.1965 3
1 0 0 0.5 0.38 0.12 0.5765 0.273 0.135 0.145 3
0 1 0 0.66 0.525 0.2 1.463 0.6525 0.2995 0.422 4
0 1 0 0.655 0.51 0.16 1.092 0.396 0.2825 0.37 5
1 0 0 0.57 0.46 0.17 0.9035 0.4075 0.1935 0.214 3
0 1 0 0.655 0.5 0.205 1.528 0.6215 0.3725 0.4535 4
1 0 0 0.635 0.51 0.155 1.156 0.428 0.289 0.315 7
0 0 1 0.45 0.345 0.11 0.47 0.2355 0.0855 0.1135 3
1 0 0 0.56 0.425 0.135 0.9415 0.509 0.2015 0.1975 3
0 0 1 0.315 0.235 0.055 0.151 0.065 0.027 0.039 2
0 1 0 0.675 0.525 0.155 1.4785 0.628 0.3405 0.42 3
0 0 1 0.435 0.33 0.11 0.413 0.2055 0.096 0.096 2
0 0 1 0.53 0.425 0.13 0.781 0.3905 0.2005 0.215 3
1 0 0 0.66 0.515 0.2 1.6465 0.749 0.422 0.401 4
0 1 0 0.47 0.36 0.1 0.4705 0.1635 0.089 0.1385 3
0 1 0 0.64 0.5 0.175 1.394 0.4935 0.291 0.4 4
0 1 0 0.49 0.38 0.155 0.578 0.2395 0.1255 0.18 3
0 0 1 0.565 0.42 0.155 0.743 0.31 0.186 0.231 3
1 0 0 0.52 0.38 0.135 0.5825 0.2505 0.1565 0.175 3
0 0 1 0.47 0.345 0.14 0.4615 0.229 0.1105 0.116 3
0 1 0 0.61 0.49 0.17 1.3475 0.7045 0.25 0.3045 4
0 0 1 0.255 0.185 0.06 0.088 0.0365 0.021 0.023 2
0 0 1 0.59 0.45 0.16 0.893 0.2745 0.2185 0.345 5
0 0 1 0.35 0.27 0.09 0.2055 0.075 0.0575 0.062 2
0 1 0 0.62 0.495 0.17 1.062 0.372 0.213 0.34 4
0 0 1 0.455 0.35 0.105 0.4445 0.213 0.107 0.1115 3
0 1 0 0.38 0.325 0.11 0.3105 0.12 0.074 0.105 4
1 0 0 0.575 0.44 0.145 0.87 0.3945 0.2195 0.225 3
1 0 0 0.355 0.265 0.085 0.201 0.069 0.053 0.0695 3
0 0 1 0.38 0.275 0.095 0.2505 0.0945 0.0655 0.075 2
0 0 1 0.505 0.4 0.145 0.7045 0.334 0.1425 0.207 3
0 0 1 0.37 0.29 0.08 0.2545 0.108 0.0565 0.07 2
1 0 0 0.665 0.525 0.16 1.363 0.629 0.279 0.34 3
0 1 0 0.655 0.51 0.175 1.6525 0.8515 0.3365 0.403 4
0 0 1 0.33 0.25 0.105 0.1715 0.0655 0.035 0.06 3
1 0 0 0.545 0.41 0.14 0.737 0.349 0.15 0.212 3
0 1 0 0.455 0.35 0.14 0.5725 0.1965 0.1325 0.175 4
0 1 0 0.56 0.465 0.16 1.0315 0.432 0.2025 0.337 3
0 1 0 0.72 0.575 0.215 2.226 0.8955 0.405 0.62 5
1 0 0 0.545 0.42 0.14 0.7505 0.2475 0.13 0.255 8
0 1 0 0.63 0.505 0.165 1.065 0.4595 0.216 0.315 4
1 0 0 0.55 0.44 0.16 0.991 0.348 0.168 0.375 7
1 0 0 0.56 0.44 0.13 0.8255 0.2425 0.202 0.285 4
0 0 1 0.475 0.355 0.135 0.4775 0.2145 0.09 0.1435 3
0 1 0 0.395 0.295 0.095 0.2245 0.078 0.054 0.08 4
1 0 0 0.655 0.53 0.195 1.388 0.567 0.2735 0.41 5
0 0 1 0.615 0.475 0.13 0.8425 0.353 0.1915 0.251 3
0 0 1 0.46 0.36 0.1 0.4635 0.2325 0.093 0.115 3
1 0 0 0.69 0.55 0.18 1.6915 0.6655 0.402 0.5 4
1 0 0 0.615 0.505 0.165 1.167 0.4895 0.2955 0.345 4
1 0 0 0.575 0.475 0.145 0.857 0.3665 0.173 0.269 3
1 0 0 0.44 0.355 0.125 0.4775 0.132 0.0815 0.19 3
1 0 0 0.54 0.415 0.145 0.74 0.2635 0.168 0.245 4
0 0 1 0.515 0.4 0.125 0.5625 0.25 0.1245 0.17 3
1 0 0 0.505 0.385 0.145 0.6775 0.236 0.179 0.2 5
0 0 1 0.38 0.29 0.085 0.2285 0.088 0.0465 0.075 3
0 1 0 0.62 0.5 0.175 1.186 0.4985 0.3015 0.35 4
0 1 0 0.635 0.485 0.155 1.073 0.467 0.1975 0.35 4
1 0 0 0.58 0.465 0.175 1.035 0.401 0.1865 0.385 6
0 1 0 0.7 0.575 0.17 1.31 0.5095 0.314 0.42 5
1 0 0 0.605 0.49 0.165 1.1245 0.492 0.222 0.3555 4
1 0 0 0.57 0.45 0.145 0.95 0.4005 0.2235 0.2845 4
1 0 0 0.63 0.485 0.18 1.2435 0.5175 0.308 0.37 4
0 0 1 0.455 0.335 0.105 0.4055 0.175 0.092 0.1185 3
1 0 0 0.165 0.125 0.04 0.0245 0.0095 0.0045 0.008 2
0 0 1 0.245 0.19 0.06 0.086 0.042 0.014 0.025 2
1 0 0 0.695 0.53 0.15 1.477 0.6375 0.3025 0.43 5
0 1 0 0.59 0.465 0.16 1.1005 0.506 0.2525 0.295 5
1 0 0 0.6 0.45 0.145 0.877 0.4325 0.155 0.24 3
0 1 0 0.645 0.5 0.2 1.4285 0.639 0.305 0.36 4
0 0 1 0.435 0.315 0.11 0.3685 0.1615 0.0715 0.12 3
1 0 0 0.64 0.505 0.165 1.4435 0.6145 0.3035 0.39 7
1 0 0 0.54 0.41 0.13 0.56 0.2375 0.1065 0.175 3
1 0 0 0.575 0.445 0.16 0.839 0.4005 0.198 0.239 3
0 1 0 0.68 0.55 0.175 1.798 0.815 0.3925 0.455 7
1 0 0 0.585 0.405 0.15 1.2565 0.435 0.202 0.325 5
1 0 0 0.575 0.455 0.185 1.156 0.5525 0.243 0.295 5
1 0 0 0.605 0.475 0.18 0.9365 0.394 0.219 0.295 5
1 0 0 0.625 0.5 0.175 1.0565 0.4615 0.258 0.305 4
1 0 0 0.485 0.41 0.15 0.696 0.2405 0.1625 0.265 5
0 0 1 0.235 0.175 0.065 0.0615 0.0205 0.02 0.019 2
1 0 0 0.625 0.495 0.185 1.3835 0.7105 0.3005 0.345 4
1 0 0 0.535 0.435 0.155 0.8915 0.3415 0.177 0.25 5
1 0 0 0.585 0.465 0.16 0.9555 0.4595 0.236 0.265 3
0 1 0 0.63 0.475 0.15 1.172 0.536 0.254 0.316 4
1 0 0 0.59 0.47 0.18 1.187 0.5985 0.227 0.31 3
0 1 0 0.49 0.375 0.135 0.6125 0.2555 0.102 0.22 4
0 1 0 0.555 0.435 0.165 0.97 0.336 0.2315 0.295 6
0 1 0 0.57 0.465 0.16 0.8935 0.3145 0.2575 0.263 4
0 1 0 0.6 0.46 0.155 0.9735 0.427 0.2045 0.3 3
0 0 1 0.435 0.325 0.1 0.366 0.174 0.0725 0.109 3
0 1 0 0.435 0.35 0.12 0.4585 0.192 0.1 0.13 4
0 1 0 0.6 0.455 0.145 0.8895 0.419 0.1715 0.269 4
1 0 0 0.62 0.47 0.145 1.0865 0.511 0.2715 0.2565 4
0 0 1 0.43 0.35 0.105 0.366 0.1705 0.0855 0.11 2
0 1 0 0.415 0.325 0.115 0.3455 0.1405 0.0765 0.11 3
0 0 1 0.39 0.295 0.1 0.279 0.1155 0.059 0.08 3
0 1 0 0.725 0.565 0.21 2.1425 1.03 0.487 0.503 5
0 1 0 0.6 0.465 0.15 1.1025 0.5455 0.262 0.25 3
0 1 0 0.665 0.555 0.195 1.4385 0.581 0.354 0.36 6
1 0 0 0.555 0.44 0.135 0.9025 0.3805 0.2105 0.28 5
1 0 0 0.67 0.5 0.19 1.519 0.616 0.388 0.415 4
1 0 0 0.64 0.49 0.14 1.194 0.4445 0.238 0.375 5
0 0 1 0.42 0.345 0.115 0.3435 0.1515 0.0795 0.115 3
1 0 0 0.65 0.525 0.175 1.5365 0.6865 0.3585 0.405 4
0 1 0 0.56 0.42 0.18 1.6645 0.7755 0.35 0.4525 3
0 0 1 0.255 0.185 0.06 0.0925 0.039 0.021 0.025 2
1 0 0 0.695 0.55 0.215 1.9565 0.7125 0.541 0.59 5
1 0 0 0.56 0.45 0.175 1.011 0.3835 0.2065 0.37 5
1 0 0 0.45 0.345 0.105 0.4115 0.18 0.1125 0.135 3
1 0 0 0.625 0.495 0.155 1.177 0.5055 0.278 0.345 3
0 0 1 0.42 0.325 0.115 0.314 0.1295 0.0635 0.1 3
1 0 0 0.65 0.515 0.185 1.3745 0.75 0.1805 0.369 4
0 1 0 0.485 0.365 0.12 0.5885 0.27 0.131 0.175 3
1 0 0 0.355 0.28 0.095 0.2455 0.0955 0.062 0.075 4
0 1 0 0.58 0.44 0.125 0.7855 0.363 0.1955 0.195 4
0 1 0 0.59 0.47 0.17 0.9 0.355 0.1905 0.25 4
0 1 0 0.38 0.32 0.115 0.6475 0.323 0.1325 0.164 3
0 0 1 0.305 0.215 0.065 0.1075 0.044 0.0205 0.038 2
1 0 0 0.64 0.5 0.185 1.3035 0.4445 0.2635 0.465 6
0 0 1 0.18 0.13 0.045 0.0275 0.0125 0.01 0.009 1
1 0 0 0.545 0.45 0.15 0.7805 0.3795 0.1625 0.216 3
1 0 0 0.55 0.425 0.16 0.97 0.2885 0.139 0.48 7
0 0 1 0.36 0.27 0.095 0.2 0.073 0.056 0.061 3
0 0 1 0.35 0.26 0.095 0.211 0.086 0.056 0.068 3
1 0 0 0.415 0.325 0.14 0.417 0.1535 0.1015 0.144 4
0 0 1 0.62 0.485 0.18 1.154 0.4935 0.256 0.315 4
0 1 0 0.585 0.475 0.165 1.053 0.458 0.217 0.3 4
0 1 0 0.615 0.465 0.15 0.923 0.4615 0.1825 0.2415 3
0 1 0 0.635 0.49 0.175 1.2435 0.5805 0.313 0.305 4
0 1 0 0.475 0.35 0.115 0.487 0.194 0.1455 0.125 5
0 0 1 0.545 0.42 0.165 0.8935 0.4235 0.2195 0.228 3
1 0 0 0.485 0.39 0.12 0.599 0.251 0.1345 0.169 3
1 0 0 0.645 0.51 0.155 1.539 0.6405 0.3585 0.43 4
0 1 0 0.625 0.515 0.155 1.1635 0.4875 0.259 0.355 4
1 0 0 0.37 0.28 0.1 0.252 0.1065 0.0595 0.074 3
0 1 0 0.64 0.54 0.175 1.571 0.627 0.271 0.475 7
1 0 0 0.645 0.495 0.19 1.539 0.6115 0.408 0.445 4
0 1 0 0.63 0.48 0.175 1.3675 0.5015 0.3035 0.515 6
1 0 0 0.63 0.53 0.18 1.2795 0.618 0.256 0.315 3
0 0 1 0.19 0.14 0.03 0.0315 0.0125 0.005 0.0105 1
0 1 0 0.72 0.595 0.225 1.969 0.8045 0.423 0.66 6
1 0 0 0.63 0.49 0.18 1.13 0.458 0.2765 0.315 4
0 0 1 0.59 0.45 0.145 1.022 0.428 0.268 0.265 4
0 0 1 0.53 0.42 0.12 0.5965 0.2555 0.141 0.177 3
0 0 1 0.595 0.46 0.15 0.8335 0.377 0.1925 0.235 3
0 1 0 0.46 0.35 0.115 0.46 0.2025 0.1115 0.1165 2
0 0 1 0.265 0.195 0.06 0.092 0.0345 0.025 0.0245 2
0 1 0 0.605 0.46 0.17 1.122 0.347 0.3045 0.315 5
1 0 0 0.49 0.38 0.14 0.7605 0.245 0.167 0.185 4
1 0 0 0.565 0.44 0.175 1.122 0.393 0.2 0.375 7
0 1 0 0.595 0.455 0.155 1.0605 0.5135 0.2165 0.3 4
0 1 0 0.58 0.44 0.18 0.854 0.3665 0.1635 0.245 4
0 1 0 0.545 0.43 0.16 0.844 0.3945 0.1855 0.231 3
1 0 0 0.595 0.47 0.175 0.991 0.382 0.2395 0.5 4
0 0 1 0.52 0.395 0.145 0.77 0.424 0.142 0.1895 3
0 1 0 0.6 0.505 0.19 1.129 0.4385 0.256 0.36 5
1 0 0 0.615 0.48 0.19 1.36 0.5305 0.2375 0.47 7
0 1 0 0.37 0.28 0.11 0.2305 0.0945 0.0465 0.075 4
0 1 0 0.64 0.515 0.165 1.3115 0.4945 0.2555 0.41 4
0 1 0 0.615 0.495 0.16 1.255 0.5815 0.3195 0.3225 4
0 1 0 0.75 0.615 0.205 2.2635 0.821 0.423 0.726 4
0 1 0 0.605 0.485 0.16 1.201 0.417 0.2875 0.38 3
0 1 0 0.585 0.455 0.165 0.998 0.345 0.2495 0.315 4
1 0 0 0.71 0.56 0.175 1.724 0.566 0.4575 0.4625 5
0 1 0 0.655 0.515 0.155 1.309 0.524 0.346 0.385 4
1 0 0 0.42 0.325 0.115 0.2885 0.1 0.057 0.1135 5
0 1 0 0.53 0.42 0.13 1.001 0.34 0.226 0.265 6
0 0 1 0.54 0.415 0.11 0.619 0.2755 0.15 0.1765 4
1 0 0 0.475 0.375 0.12 0.563 0.2525 0.1205 0.185 4
0 1 0 0.58 0.455 0.12 0.94 0.399 0.257 0.265 4
0 0 1 0.47 0.37 0.11 0.5555 0.25 0.115 0.163 3
0 1 0 0.555 0.43 0.135 0.812 0.4055 0.163 0.2215 3
0 0 1 0.29 0.215 0.065 0.0985 0.0425 0.021 0.031 2
1 0 0 0.425 0.325 0.12 0.3755 0.142 0.1065 0.105 3
0 1 0 0.63 0.495 0.165 1.3075 0.599 0.284 0.315 4
0 0 1 0.375 0.285 0.09 0.2545 0.119 0.0595 0.0675 2
0 1 0 0.595 0.475 0.16 1.1405 0.547 0.231 0.271 2
0 1 0 0.58 0.44 0.175 1.073 0.4005 0.2345 0.335 7
0 1 0 0.635 0.5 0.18 1.312 0.529 0.2485 0.485 7
1 0 0 0.715 0.545 0.18 1.7405 0.871 0.347 0.449 4
0 0 1 0.505 0.38 0.135 0.5385 0.2645 0.095 0.165 3
0 0 1 0.31 0.225 0.05 0.1445 0.0675 0.0385 0.045 2
1 0 0 0.5 0.405 0.155 0.772 0.346 0.1535 0.245 4
1 0 0 0.71 0.55 0.2 1.9045 0.882 0.44 0.5 5
1 0 0 0.57 0.45 0.155 1.1935 0.513 0.21 0.343 4
1 0 0 0.5 0.385 0.135 0.6425 0.3195 0.129 0.1535 3
0 0 1 0.4 0.29 0.11 0.329 0.188 0.0455 0.0825 2
0 0 1 0.18 0.125 0.035 0.0265 0.0095 0.0055 0.0085 2
0 1 0 0.575 0.46 0.15 0.927 0.333 0.207 0.2985 3
0 1 0 0.61 0.485 0.18 1.2795 0.5735 0.2855 0.355 3
0 1 0 0.655 0.52 0.2 1.5475 0.713 0.314 0.466 3
1 0 0 0.67 0.545 0.2 1.7025 0.833 0.374 0.41 4
1 0 0 0.51 0.39 0.135 0.769 0.3935 0.1455 0.19 3
0 1 0 0.47 0.355 0.14 0.433 0.1525 0.095 0.152 4
0 0 1 0.625 0.47 0.155 1.1955 0.643 0.2055 0.3145 4
1 0 0 0.44 0.35 0.11 0.4585 0.2 0.0885 0.13 3
0 1 0 0.525 0.425 0.16 0.8355 0.3545 0.2135 0.245 3
0 0 1 0.455 0.325 0.135 0.82 0.4005 0.1715 0.211 3
1 0 0 0.7 0.565 0.175 1.8565 0.8445 0.3935 0.54 4
0 1 0 0.635 0.505 0.17 1.415 0.605 0.297 0.365 5
1 0 0 0.61 0.48 0.15 1.2 0.56 0.2455 0.28 5
1 0 0 0.615 0.47 0.145 1.0285 0.4435 0.2825 0.285 4
0 0 1 0.37 0.275 0.095 0.257 0.1015 0.055 0.0825 2
0 1 0 0.68 0.58 0.2 1.787 0.585 0.453 0.6 7
1 0 0 0.62 0.47 0.15 1.309 0.587 0.4405 0.325 3
1 0 0 0.415 0.315 0.115 0.3895 0.2015 0.065 0.103 3
1 0 0 0.44 0.34 0.105 0.402 0.1305 0.0955 0.165 4
0 0 1 0.2 0.155 0.04 0.0435 0.0155 0.009 0.007 2
0 0 1 0.33 0.255 0.095 0.172 0.066 0.0255 0.06 2
1 0 0 0.345 0.255 0.08 0.169 0.06 0.0425 0.054 4
0 0 1 0.255 0.19 0.05 0.083 0.0295 0.0215 0.027 2
0 0 1 0.36 0.27 0.09 0.2075 0.098 0.039 0.062 2
0 1 0 0.575 0.47 0.165 0.869 0.435 0.197 0.238 3
0 1 0 0.575 0.435 0.155 0.8975 0.4115 0.2325 0.23 3
1 0 0 0.63 0.51 0.175 1.3415 0.6575 0.262 0.375 4
0 1 0 0.57 0.46 0.17 1.1 0.4125 0.2205 0.38 5
0 1 0 0.505 0.385 0.115 0.616 0.243 0.1075 0.21 4
0 0 1 0.45 0.33 0.105 0.3715 0.1865 0.0785 0.0975 3
1 0 0 0.555 0.44 0.14 0.8705 0.407 0.156 0.255 3
0 0 1 0.525 0.385 0.13 0.607 0.2355 0.125 0.195 3
0 1 0 0.46 0.33 0.15 0.5325 0.2085 0.1805 0.125 4
0 0 1 0.445 0.32 0.12 0.378 0.152 0.0825 0.12 3
0 0 1 0.51 0.4 0.15 0.745 0.2865 0.1675 0.235 5
0 1 0 0.69 0.56 0.215 1.719 0.68 0.299 0.47 6
0 0 1 0.36 0.25 0.115 0.465 0.21 0.1055 0.128 3
0 1 0 0.425 0.33 0.115 0.406 0.1635 0.081 0.1355 3
1 0 0 0.615 0.525 0.155 1.1375 0.367 0.236 0.37 7
0 0 1 0.635 0.5 0.165 1.489 0.715 0.3445 0.3615 5
0 1 0 0.725 0.56 0.185 1.792 0.873 0.367 0.435 4
0 0 1 0.435 0.33 0.105 0.335 0.156 0.0555 0.105 3
1 0 0 0.4 0.29 0.115 0.2795 0.1115 0.0575 0.075 3
1 0 0 0.61 0.45 0.19 1.0805 0.517 0.2495 0.2935 4
1 0 0 0.595 0.465 0.15 0.919 0.4335 0.1765 0.262 3
1 0 0 0.64 0.5 0.175 1.273 0.5065 0.2925 0.405 5
0 0 1 0.46 0.345 0.12 0.4155 0.198 0.0885 0.107 3
0 1 0 0.645 0.49 0.19 1.3065 0.479 0.3565 0.345 7
0 1 0 0.57 0.425 0.13 0.782 0.3695 0.1745 0.1965 3
0 0 1 0.48 0.355 0.11 0.4495 0.201 0.089 0.14 3
0 0 1 0.57 0.435 0.17 0.848 0.4 0.166 0.25 3
1 0 0 0.615 0.48 0.185 1.2205 0.4985 0.315 0.33 4
0 1 0 0.665 0.5 0.175 1.742 0.595 0.3025 0.725 8
1 0 0 0.31 0.235 0.06 0.12 0.0415 0.033 0.04 4
0 1 0 0.38 0.305 0.095 0.2815 0.1255 0.0525 0.09 3
0 0 1 0.495 0.37 0.125 0.4715 0.2075 0.091 0.15 3
0 0 1 0.52 0.4 0.145 0.66 0.267 0.1055 0.22 5
0 0 1 0.54 0.415 0.155 0.702 0.322 0.167 0.19 4
1 0 0 0.58 0.46 0.155 1.0335 0.469 0.2225 0.295 4
0 0 1 0.47 0.37 0.12 0.4705 0.1845 0.1055 0.155 4
1 0 0 0.5 0.39 0.135 0.7815 0.361 0.1575 0.2385 3
1 0 0 0.605 0.5 0.175 1.098 0.4765 0.232 0.375 4
0 0 1 0.56 0.425 0.135 0.8205 0.3715 0.185 0.236 3
1 0 0 0.53 0.425 0.13 0.702 0.2975 0.1395 0.22 3
0 0 1 0.235 0.16 0.04 0.048 0.0185 0.018 0.015 2
0 0 1 0.37 0.28 0.09 0.233 0.0905 0.0545 0.07 4
0 0 1 0.25 0.18 0.065 0.0805 0.0345 0.0185 0.0215 2
0 0 1 0.405 0.305 0.09 0.2825 0.114 0.0575 0.095 3
0 0 1 0.28 0.215 0.07 0.124 0.063 0.0215 0.03 2
0 1 0 0.47 0.36 0.13 0.472 0.182 0.114 0.15 4
1 0 0 0.495 0.4 0.155 0.8085 0.2345 0.1155 0.35 2
0 1 0 0.62 0.5 0.17 1.148 0.5475 0.22 0.3315 4
1 0 0 0.62 0.46 0.17 1.127 0.535 0.2635 0.296 3
0 0 1 0.405 0.3 0.105 0.304 0.1455 0.061 0.0805 2
0 1 0 0.55 0.44 0.125 0.765 0.33 0.2125 0.245 3
0 0 1 0.415 0.325 0.1 0.313 0.139 0.0625 0.0965 3
0 0 1 0.35 0.25 0.07 0.1605 0.0715 0.0335 0.046 2
0 1 0 0.725 0.575 0.175 2.124 0.765 0.4515 0.85 7
0 1 0 0.545 0.44 0.135 0.9185 0.429 0.2015 0.2375 4
0 1 0 0.525 0.43 0.135 0.8435 0.4325 0.18 0.1815 3
0 1 0 0.45 0.345 0.115 0.496 0.1905 0.117 0.14 4
1 0 0 0.46 0.34 0.135 0.495 0.1655 0.117 0.185 4
0 0 1 0.36 0.26 0.08 0.1795 0.074 0.0315 0.06 2
1 0 0 0.38 0.27 0.095 0.219 0.0835 0.0515 0.07 2
0 0 1 0.615 0.46 0.19 1.066 0.4335 0.226 0.33 5
0 1 0 0.47 0.355 0.1 0.4755 0.1675 0.0805 0.185 4
0 1 0 0.61 0.485 0.165 1.0915 0.3935 0.2435 0.33 7
0 0 1 0.425 0.325 0.1 0.398 0.1185 0.0645 0.0945 2
1 0 0 0.605 0.49 0.145 1.3 0.517 0.3285 0.31 5
1 0 0 0.47 0.36 0.105 0.544 0.27 0.1395 0.129 3
1 0 0 0.65 0.52 0.21 1.6785 0.6665 0.308 0.46 4
1 0 0 0.47 0.375 0.115 0.4265 0.1685 0.0755 0.15 3
0 1 0 0.75 0.61 0.235 2.5085 1.232 0.519 0.612 5
0 0 1 0.475 0.36 0.11 0.452 0.191 0.099 0.13 3
1 0 0 0.515 0.38 0.175 0.9565 0.325 0.158 0.31 5
0 0 1 0.465 0.355 0.09 0.4325 0.2005 0.074 0.1275 3
1 0 0 0.56 0.45 0.145 0.9355 0.425 0.1645 0.2725 4
0 0 1 0.45 0.34 0.12 0.4925 0.241 0.1075 0.12 2
0 0 1 0.215 0.17 0.055 0.0605 0.0205 0.014 0.02 2
1 0 0 0.585 0.455 0.155 1.133 0.5515 0.223 0.305 4
0 0 1 0.51 0.38 0.115 0.5155 0.215 0.1135 0.166 3
1 0 0 0.585 0.475 0.12 0.945 0.41 0.2115 0.28 5
1 0 0 0.325 0.23 0.09 0.147 0.06 0.034 0.045 2
0 0 1 0.41 0.325 0.1 0.3245 0.132 0.072 0.106 2
0 0 1 0.52 0.41 0.145 0.646 0.2965 0.1595 0.165 3
0 0 1 0.535 0.415 0.15 0.5765 0.3595 0.135 0.225 3
0 0 1 0.38 0.3 0.1 0.286 0.1305 0.056 0.09 3
1 0 0 0.585 0.47 0.165 1.409 0.8 0.229 0.295 4
0 0 1 0.61 0.465 0.125 0.9225 0.436 0.19 0.26 3
1 0 0 0.5 0.39 0.145 0.651 0.273 0.132 0.22 4
0 1 0 0.45 0.355 0.105 0.5225 0.237 0.1165 0.145 3
0 0 1 0.55 0.425 0.15 0.639 0.269 0.1345 0.217 3
1 0 0 0.58 0.475 0.15 0.97 0.385 0.2165 0.35 4
0 1 0 0.605 0.485 0.16 1.0565 0.37 0.2355 0.355 4
1 0 0 0.7 0.53 0.19 1.3185 0.548 0.233 0.42 7
1 0 0 0.465 0.36 0.105 0.488 0.188 0.0845 0.19 4
0 0 1 0.385 0.28 0.09 0.228 0.1025 0.042 0.0655 2
0 1 0 0.65 0.5 0.16 1.3825 0.702 0.304 0.3195 3
1 0 0 0.505 0.405 0.11 0.625 0.305 0.16 0.175 3
0 0 1 0.335 0.255 0.08 0.168 0.079 0.0355 0.05 2
0 0 1 0.445 0.34 0.145 0.434 0.1945 0.0905 0.13 3
1 0 0 0.53 0.41 0.155 0.7155 0.2805 0.1685 0.214 4
1 0 0 0.48 0.355 0.16 0.464 0.221 0.106 0.239 3
0 0 1 0.44 0.355 0.165 0.435 0.159 0.105 0.14 6
1 0 0 0.3 0.24 0.09 0.161 0.0725 0.039 0.05 2
0 0 1 0.365 0.275 0.135 0.24 0.108 0.0445 0.0735 3
0 1 0 0.62 0.435 0.155 1.012 0.477 0.236 0.275 3
0 0 1 0.425 0.345 0.125 0.425 0.16 0.0795 0.154 5
1 0 0 0.66 0.53 0.175 1.583 0.7395 0.3505 0.405 4
0 0 1 0.37 0.27 0.095 0.2175 0.097 0.046 0.065 2
0 0 1 0.425 0.32 0.1 0.3055 0.126 0.06 0.106 3
0 0 1 0.465 0.355 0.12 0.4975 0.2375 0.099 0.14 3
0 0 1 0.2 0.145 0.06 0.037 0.0125 0.0095 0.011 2
1 0 0 0.52 0.435 0.195 0.973 0.2985 0.2135 0.355 7
1 0 0 0.56 0.455 0.155 0.797 0.34 0.19 0.2425 4
0 1 0 0.655 0.5 0.14 1.1705 0.5405 0.3175 0.285 4
0 1 0 0.595 0.465 0.15 0.98 0.4115 0.196 0.2255 4
0 1 0 0.52 0.425 0.15 0.813 0.385 0.2015 0.23 4
1 0 0 0.54 0.435 0.18 0.996 0.3835 0.226 0.325 6
0 1 0 0.445 0.33 0.105 0.4525 0.18 0.103 0.123 3
0 1 0 0.595 0.455 0.14 0.914 0.3895 0.2225 0.271 3
0 0 1 0.365 0.27 0.085 0.197 0.0815 0.0325 0.065 2
0 0 1 0.54 0.425 0.13 0.8155 0.3675 0.1365 0.246 4
0 0 1 0.47 0.365 0.1 0.411 0.175 0.0855 0.135 3
1 0 0 0.63 0.48 0.145 1.0115 0.4235 0.237 0.305 4
0 0 1 0.585 0.42 0.145 0.6735 0.2895 0.1345 0.22 3
0 0 1 0.5 0.395 0.14 0.6215 0.2925 0.1205 0.195 3
1 0 0 0.37 0.28 0.105 0.224 0.0815 0.0575 0.075 3
0 1 0 0.58 0.46 0.15 0.9955 0.429 0.212 0.26 7
0 0 1 0.43 0.34 0.1 0.3405 0.1395 0.0665 0.12 3
1 0 0 0.59 0.49 0.165 1.207 0.559 0.235 0.309 4
0 0 1 0.465 0.345 0.11 0.4415 0.1755 0.0905 0.12 3
0 1 0 0.6 0.475 0.18 1.1805 0.4345 0.2475 0.425 7
0 0 1 0.285 0.21 0.07 0.109 0.044 0.0265 0.033 2
1 0 0 0.58 0.455 0.135 0.7955 0.405 0.167 0.204 4
1 0 0 0.6 0.51 0.185 1.285 0.6095 0.2745 0.315 3
0 0 1 0.355 0.265 0.085 0.2435 0.122 0.0525 0.06 2
0 0 1 0.47 0.4 0.16 0.51 0.1615 0.073 0.198 5
1 0 0 0.535 0.435 0.15 0.725 0.269 0.1385 0.25 3
1 0 0 0.63 0.48 0.165 1.286 0.604 0.271 0.35 3
1 0 0 0.54 0.42 0.12 0.8115 0.392 0.1455 0.2235 3
0 0 1 0.47 0.355 0.12 0.393 0.167 0.0885 0.115 3
0 0 1 0.55 0.4 0.135 0.717 0.3315 0.1495 0.221 3
1 0 0 0.47 0.375 0.12 0.5805 0.266 0.0935 0.169 3
0 0 1 0.585 0.46 0.145 0.8465 0.339 0.167 0.295 4
